1044 1087 479 87
1050 1059 529 67
748 1054 613 230
1004 1087 1105 155
769 1060 1108 171
14 104 1136 322
0 104 1136 211
122 139 1221 163
193 228 1232 1191
0 14 1261 336
123 212 1273 230
550 1061 1382 284
422 807 1575 104
122 136 1610 226
611 721 1786 118
10 1032 1885 104
387 1045 1887 225
854 869 1996 561
276 1019 2006 186
132 232 2220 660
164 232 2220 1396
227 232 2220 969
0 72 2226 204
741 770 2328 178
733 741 2328 178
741 745 2328 178
741 821 2328 178
244 321 2340 680
305 321 2340 400
381 885 2399 92
44 72 2408 209
1 72 2408 200
1 44 2409 201
745 770 2412 740
770 821 2412 503
733 770 2412 886
244 305 2440 500
0 72 2517 131
488 560 2594 701
560 608 2594 535
305 310 2606 182
245 305 2606 182
488 608 2723 664
212 493 2727 324
421 443 2811 556
857 869 2812 829
860 869 2812 150
908 1082 2835 211
122 134 2862 734
122 227 2862 674
122 228 2862 523
132 228 2862 523
164 228 2862 523
132 227 2862 1292
132 134 2862 673
164 227 2862 1604
134 164 2862 673
422 455 2899 95
227 228 2903 564
134 227 2903 714
349 365 2918 260
245 365 2918 261
310 365 2918 261
162 867 2981 237
245 349 2982 398
310 349 2982 398
134 228 3033 694
132 164 3059 1489
122 132 3059 871
366 421 3128 344
794 1047 3132 164
122 164 3169 981
908 1066 3260 179
508 1052 3269 153
667 721 3306 540
610 667 3306 540
610 721 3375 1597
280 331 3415 3374
722 1065 3425 291
245 310 3451 1029
619 703 3506 88
182 200 3572 84
0 31 3603 371
992 1085 3698 130
733 821 3711 1802
745 821 3711 1802
813 821 3711 211
821 841 3711 527
374 814 3804 812
745 813 3816 316
733 745 3816 2144
745 841 3816 632
737 903 3870 96
122 240 3897 526
366 468 3950 255
374 814 3984 70
842 1079 4010 218
854 926 4019 477
321 681 4021 359
710 722 4023 976
489 537 4032 927
527 537 4032 1425
511 537 4032 949
537 551 4032 636
537 541 4032 471
387 987 4065 232
0 38 4088 354
0 113 4088 354
511 527 4099 1016
489 527 4099 994
527 551 4099 703
527 541 4099 538
611 724 4104 307
673 724 4104 183
722 724 4104 110
25 52 4113 120
321 681 4162 84
367 468 4237 302
374 814 4288 85
511 551 4292 896
489 551 4292 896
541 551 4292 731
629 641 4299 561
610 629 4299 262
766 1029 4316 175
455 1029 4317 176
366 433 4337 119
273 688 4339 229
611 722 4355 361
673 722 4355 360
708 722 4355 272
489 511 4370 1265
511 541 4370 809
745 843 4418 65
560 1087 4437 202
1019 1060 4440 74
72 119 4460 92
182 240 4465 93
367 394 4467 142
182 190 4474 132
489 541 4481 920
611 708 4497 415
673 708 4497 415
565 592 4504 4467
490 911 4542 63
38 113 4544 1029
611 673 4575 655
190 240 4585 213
856 926 4594 582
366 394 4612 164
152 529 4696 68
367 394 4736 148
301 1022 4803 174
553 563 4820 764
488 563 4820 765
549 563 4820 293
12 28 4842 136
154 155 4965 96
162 524 5029 2012
549 553 5094 567
488 553 5094 1159
122 233 5125 788
150 233 5125 212
537 563 5164 157
748 841 5181 765
748 818 5181 318
733 841 5181 1997
813 841 5181 1681
813 818 5181 318
733 818 5181 318
818 841 5183 320
84 551 5185 172
989 1008 5195 93
282 320 5255 1033
254 282 5255 176
244 282 5255 176
855 935 5260 3425
748 813 5280 864
733 813 5280 1780
679 934 5281 272
488 549 5304 777
200 233 5312 69
38 120 5337 63
367 406 5375 668
163 172 5407 92
948 989 5440 247
111 527 5489 94
857 860 5495 2833
860 899 5495 1526
860 974 5495 707
860 942 5495 242
366 387 5505 147
641 694 5555 464
636 694 5555 464
610 694 5555 464
187 197 5568 85
163 172 5584 68
367 387 5590 103
998 999 5607 355
27 667 5623 676
165 601 5660 115
636 641 5670 1035
610 636 5670 1035
610 641 5671 1634
244 254 5683 855
254 320 5683 604
1 108 5705 224
244 320 5737 658
281 282 5741 306
792 818 5756 164
857 974 5764 976
857 942 5764 511
857 899 5764 1795
27 667 5818 70
232 1035 5835 243
529 601 5837 132
374 814 5908 142
154 213 5913 61
553 837 5913 71
710 1000 5966 162
499 521 6008 502
489 499 6008 502
494 499 6008 501
0 71 6035 243
856 964 6059 447
115 667 6065 61
318 320 6081 73
619 726 6094 66
244 352 6139 378
352 363 6139 306
542 986 6139 192
293 363 6139 355
244 293 6139 307
494 521 6142 740
489 521 6142 812
27 667 6150 64
673 744 6171 168
866 964 6223 167
866 942 6223 472
866 974 6223 472
855 866 6223 993
866 899 6223 472
866 873 6223 353
122 150 6247 1334
318 320 6328 141
293 352 6330 497
488 520 6333 184
198 225 6335 62
940 1001 6349 142
162 867 6398 214
220 512 6399 64
733 748 6406 1990
748 802 6406 639
244 363 6429 597
150 209 6449 76
626 1014 6467 213
223 606 6526 137
494 542 6536 359
489 494 6536 1135
229 232 6539 77
713 841 6548 752
611 659 6579 681
639 659 6579 756
659 701 6579 680
527 550 6582 93
0 81 6613 396
651 765 6628 60
318 352 6660 232
320 352 6664 240
84 551 6666 1296
148 524 6671 443
552 598 6678 79
663 728 6690 6645
978 1065 6719 82
260 348 6721 776
244 348 6721 162
319 348 6721 161
873 974 6763 893
855 974 6763 1012
964 974 6763 707
899 974 6763 1975
942 974 6763 1510
780 786 6770 6745
223 529 6780 64
148 524 6805 74
737 750 6816 157
611 639 6869 971
639 701 6869 970
915 1042 6922 276
499 560 6943 98
75 717 6968 78
84 551 6970 197
321 681 6981 1544
611 701 7000 1193
165 606 7018 71
474 1071 7064 147
162 867 7066 72
688 974 7116 167
234 606 7122 61
244 319 7164 668
244 260 7164 605
260 319 7164 604
367 376 7169 135
318 352 7172 68
320 352 7175 75
321 681 7181 60
148 524 7235 132
505 1013 7239 176
525 581 7307 1599
488 581 7307 991
117 1077 7308 170
713 841 7313 284
27 667 7372 1145
758 767 7372 91
216 983 7382 127
488 525 7418 1102
535 563 7451 2245
162 867 7530 123
366 445 7532 263
979 1069 7539 118
1039 1079 7548 68
529 545 7559 83
234 529 7562 212
27 667 7568 86
883 929 7571 82
713 841 7583 131
651 657 7587 176
20 560 7613 368
37 39 7625 149
489 542 7628 1451
534 542 7628 305
518 542 7628 176
735 831 7640 463
796 831 7640 463
801 831 7640 311
794 796 7640 224
735 794 7640 224
794 801 7640 223
796 827 7640 1080
735 827 7640 880
801 827 7640 311
796 806 7640 373
735 806 7640 373
801 806 7640 310
796 853 7640 1080
735 853 7640 880
801 853 7640 311
796 802 7640 1080
735 802 7640 880
801 802 7640 311
735 796 7640 880
733 735 7640 880
733 796 7640 1080
733 801 7640 311
796 801 7640 311
735 801 7692 363
162 867 7703 89
751 843 7724 112
318 320 7807 1413
367 445 7808 298
108 525 7811 77
126 601 7818 87
883 929 7835 129
84 551 7840 86
802 853 7841 1452
802 827 7841 1358
806 827 7841 574
806 853 7841 574
794 853 7841 425
794 827 7841 425
827 831 7841 664
831 853 7841 664
733 853 7841 1452
733 827 7841 1358
987 1053 7843 137
827 853 7874 1390
767 1014 7878 263
421 474 7880 297
838 967 7885 62
56 543 7888 64
856 927 7889 333
502 837 7901 1852
713 841 7903 124
126 606 7944 292
162 867 7957 152
733 794 7960 544
794 806 7960 544
794 831 7960 544
733 802 7961 2194
802 806 7961 694
802 831 7962 785
733 831 7962 785
806 831 7962 694
794 802 7962 546
1 74 8004 310
74 110 8004 103
198 225 8005 99
318 320 8038 80
219 232 8041 285
502 837 8045 65
747 967 8090 95
610 690 8103 988
738 852 8106 8063
27 667 8126 477
122 167 8137 207
167 219 8137 128
182 190 8167 1338
123 229 8195 1675
527 550 8227 154
366 368 8236 451
