463,404,True,6,43
307,223,True,44,56
920,423,True,95,42
787,843,True,165,105
500,182,True,30,87
431,705,True,22,41
875,281,True,57,93
661,490,True,85,95
679,125,True,114,138
378,17,True,216,109
462,315,True,7,16
928,195,True,78,120
219,373,True,47,72
615,688,True,104,136
619,281,True,120,67
410,462,True,238,59
669,623,True,148,89
885,500,True,234,66
278,622,True,113,99
791,630,True,3,1
412,343,True,38,48
276,495,True,28,122
732,688,True,59,103
25,28,True,273,302
570,865,True,68,78
54,460,True,144,96
975,909,True,129,32
361,447,True,48,45
785,473,True,155,101
214,404,True,136,127
403,826,True,30,108
610,950,True,32,41
510,758,True,167,135
449,928,True,78,65
803,547,True,146,104
221,153,True,64,135
687,729,True,169,85
575,308,True,18,39
69,905,True,51,45
254,123,True,324,184
403,384,True,157,67
647,96,True,89,59
855,796,True,214,35
797,369,True,139,46
817,819,True,35,18
439,875,True,87,144
39,556,True,38,468
922,692,True,50,31
990,146,True,155,123
210,127,True,211,121
871,942,True,52,61
650,665,True,29,54
151,233,True,28,42
23,154,True,38,357
800,499,True,69,52
641,91,True,96,71
999,145,True,329,128
608,208,True,120,98
814,26,True,258,329
937,795,True,618,46
730,713,True,66,51
619,586,True,15,21
264,894,True,51,55
767,259,True,226,57
115,378,True,72,164
883,262,True,188,110
737,929,True,10,11
577,531,True,58,115
412,431,True,27,54
263,274,True,2,12
935,374,True,11,22
424,86,True,162,109
427,894,True,107,56
71,724,True,18,98
730,317,True,213,50
721,456,True,42,47
993,506,True,184,51
802,56,True,208,140
42,123,True,95,345
786,927,True,86,221
113,212,True,2,72
977,498,True,29,17
753,116,True,90,115
921,851,True,324,94
493,937,True,102,91
452,619,True,44,36
254,754,True,171,207
469,284,True,28,144
56,175,True,44,199
21,177,True,50,207
7,770,False,1,-1
663,869,True,353,147
969,426,True,82,36
556,350,True,148,71
927,890,True,148,42
751,619,True,44,79
998,213,True,203,89
148,871,True,11,27
879,235,True,138,83
700,947,True,109,37
94,224,True,144,89
505,562,True,156,93
178,972,True,28,41
953,468,True,5,7
391,236,True,163,102
150,257,True,63,98
799,710,True,141,57
377,311,True,174,156
812,580,True,13,37
406,74,True,68,44
386,638,True,120,72
530,828,True,57,64
152,10,True,314,182
669,475,True,87,51
607,528,True,131,98
207,695,True,61,194
735,160,True,195,49
697,980,True,8,12
11,952,True,38,84
887,747,True,110,30
178,220,True,266,135
229,769,True,59,129
721,170,True,71,48
345,491,True,230,64
798,604,True,76,86
381,110,True,8,13
200,454,True,101,68
209,769,True,26,110
304,865,True,29,19
813,184,True,144,77
817,299,True,120,186
413,75,True,124,78
399,906,True,28,80
829,623,True,93,45
112,157,True,22,118
798,526,True,166,91
738,304,True,166,148
33,898,True,4,72
364,31,True,308,144
123,842,True,55,211
579,370,True,82,49
429,944,True,233,45
534,358,True,74,55
727,223,False,524,-1
425,552,True,51,37
942,529,True,12,8
670,236,True,70,50
581,656,True,58,53
540,959,True,71,50
632,914,True,56,90
87,218,True,30,325
897,643,True,226,33
148,687,True,44,183
591,253,True,91,90
580,459,True,66,35
85,266,True,109,104
397,957,True,141,76
27,770,True,53,73
746,158,True,275,40
95,471,True,152,132
703,427,True,27,44
833,234,True,244,53
479,17,True,189,165
84,973,True,191,172
149,255,True,215,94
732,386,True,57,43
240,189,True,11,29
196,819,True,132,94
993,550,True,245,87
639,396,True,164,129
93,363,True,47,41
499,336,True,78,75
953,221,True,103,47
436,149,True,31,44
698,911,True,130,64
361,998,True,37,32
633,385,True,89,42
26,907,True,2,137
901,677,True,138,28
876,747,True,105,25
515,319,True,86,63
307,350,True,72,56
35,243,True,331,249
182,549,True,42,65
749,532,True,17,70
602,928,True,64,101
56,250,True,286,131
310,646,True,197,109
570,448,True,136,70
656,785,True,53,69
261,576,True,45,133
5,8,False,164,-1
655,616,True,6,22
440,682,True,49,93
314,748,True,151,177
873,651,True,191,175
403,269,True,72,63
323,835,True,122,77
789,815,True,62,48
143,439,True,29,113
564,269,True,26,22
56,765,True,91,215
262,552,True,169,66
843,321,True,18,28
352,811,True,24,36
707,264,True,12,30
836,75,True,244,229
596,776,True,49,31
264,186,True,75,43
961,19,True,535,455
509,710,True,80,56
116,480,True,138,197
605,587,True,79,30
268,11,True,17,42
285,98,True,67,113
378,662,True,95,48
287,78,True,244,165
501,160,True,76,76
926,22,True,87,60
670,224,True,28,92
322,361,True,13,9
896,585,True,130,91
901,588,True,9,15
645,348,True,109,35
1,635,True,34,69
998,511,True,40,74
778,836,True,41,53
353,555,True,10,23
887,555,True,64,54
767,931,True,199,136
953,12,True,281,113
158,771,True,98,42
325,791,True,86,42
173,590,True,25,34
26,395,True,291,248
27,890,True,57,147
888,138,True,573,120
703,904,True,36,16
168,162,True,65,73
234,161,True,44,63
400,262,True,76,164
147,210,True,299,176
349,930,True,137,136
991,615,True,38,43
749,710,True,123,111
734,676,False,4,-1
174,375,True,23,67
852,262,True,22,16
243,459,True,68,70
642,30,True,250,110
286,117,True,33,47
915,200,True,279,407
219,243,True,179,84
437,833,True,82,62
721,7,True,197,314
657,173,True,279,242
33,203,True,85,187
378,579,True,43,46
915,186,True,265,79
850,506,True,42,66
380,238,True,71,100
748,696,True,156,82
410,865,True,92,54
885,994,True,20,16
401,620,True,34,62
693,265,True,67,121
934,602,True,140,47
95,545,True,87,105
313,265,True,88,63
463,159,True,296,153
987,463,True,97,52
27,265,True,78,101
699,406,True,88,82
382,847,True,70,82
969,604,True,30,19
966,631,True,159,137
704,781,True,115,50
57,661,True,11,95
704,364,True,29,35
648,758,True,28,22
276,476,True,32,150
626,704,True,74,68
354,64,True,68,31
995,533,True,17,32
111,770,True,17,24
789,311,True,116,97
440,85,True,199,156
263,778,True,5,13
154,351,True,7,54
698,973,True,63,126
665,605,True,136,112
810,280,True,10,41
747,396,True,60,29
660,948,True,265,39
926,999,True,124,28
336,780,True,53,43
23,805,True,49,157
596,996,True,133,89
801,917,True,59,44
158,83,True,76,60
601,273,True,132,182
420,894,True,31,30
284,71,True,19,6
846,760,True,30,128
514,265,True,23,67
686,910,True,42,24
894,153,True,124,104
316,789,True,52,47
922,380,True,42,38
719,929,True,80,116
72,915,True,88,163
498,681,True,106,111
18,123,True,44,62
964,33,True,355,230
98,405,True,104,96
645,569,True,70,68
411,561,True,95,120
400,172,True,71,46
770,37,True,21,17
281,396,True,46,42
721,56,True,421,266
97,742,True,25,73
565,310,True,6,13
177,640,True,20,33
247,317,True,188,84
477,359,True,89,47
300,576,True,154,47
899,935,True,30,38
98,345,True,98,83
348,21,True,238,156
848,541,True,77,55
846,85,True,156,232
473,35,True,44,133
925,960,True,110,18
496,808,True,229,57
268,763,True,31,109
48,217,True,105,196
607,540,True,51,52
131,708,True,188,81
540,748,True,16,11
36,11,True,3,49
848,162,True,106,83
507,283,True,259,77
360,603,True,37,70
850,216,True,155,86
261,931,True,105,41
24,562,True,4,147
507,323,True,32,35
280,17,True,191,85
780,552,True,140,70
751,11,True,216,138
140,75,True,242,93
94,949,True,4,45
908,627,True,35,57
764,391,True,110,32
970,965,True,59,57
923,962,True,5,34
869,685,True,151,52
24,95,True,184,63
586,187,True,221,74
671,625,True,81,94
813,589,True,21,83
912,730,True,120,54
529,988,True,27,30
310,723,True,81,62
564,906,True,212,84
277,600,True,59,99
792,455,True,55,31
34,630,True,95,73
853,851,True,109,97
434,769,True,9,66
504,995,True,179,89
306,355,True,15,45
210,776,True,34,25
32,646,True,283,218
412,699,True,10,18
355,750,True,79,38
68,212,True,250,182
262,222,True,100,61
648,514,True,154,154
643,540,True,203,89
770,408,True,55,99
188,172,True,3,19
308,494,True,64,67
433,297,True,158,65
179,199,True,49,70
198,634,True,42,75
506,386,True,83,66
222,648,True,26,44
116,221,True,435,113
508,591,True,10,48
688,710,True,55,109
747,308,True,157,144
293,308,True,44,52
760,237,True,22,81
748,526,True,63,72
559,808,True,13,23
678,714,True,171,94
898,255,True,71,67
364,520,True,289,107
241,157,True,368,227
802,140,True,139,84
27,953,True,30,259
484,509,True,120,106
155,466,True,62,182
891,314,True,11,11
414,130,True,30,46
543,162,True,102,68
890,446,True,577,52
896,922,True,3,15
880,709,True,191,40
900,778,True,28,30
727,899,True,41,32
73,995,True,15,39
57,948,True,6,57
819,209,True,170,73
697,761,True,139,52
941,953,True,101,16
523,572,False,0,-1
537,736,True,126,127
5,571,False,72,-1
423,859,True,2,9
928,431,True,135,31
103,542,True,67,110
205,728,True,145,144
281,540,True,63,81
665,109,True,259,102
739,524,True,83,59
443,222,True,47,48
822,48,True,342,183
730,479,True,29,24
262,448,True,156,75
526,991,True,141,82
450,642,True,21,31
553,263,True,55,62
724,271,True,68,51
218,333,True,40,65
470,615,True,62,69
701,26,False,294,-1
767,366,True,353,193
704,149,True,209,35
4,152,True,32,71
958,986,True,25,16
173,334,True,74,63
575,550,True,107,62
541,171,True,167,92
548,791,True,118,113
174,880,True,272,40
48,600,True,38,132
200,965,True,146,63
892,806,True,125,144
512,959,True,125,35
779,481,True,76,47
228,918,True,14,40
48,201,True,86,55
826,76,True,25,45
903,530,True,45,26
135,525,True,16,59
441,702,True,236,43
319,889,True,134,100
266,156,True,74,98
240,38,True,251,193
413,660,True,140,69
396,985,True,127,60
764,237,True,166,80
155,329,True,393,141
97,197,True,47,31
628,56,True,142,141
946,359,True,252,78
483,244,True,200,97
148,457,True,72,263
191,872,True,36,52
819,972,True,309,41
241,361,True,80,105
828,784,True,122,25
25,879,True,47,72
245,608,True,72,108
945,257,True,329,130
18,774,True,191,126
157,226,True,82,161
621,991,True,32,46
687,709,True,59,53
700,673,True,57,67
223,418,True,135,126
51,371,True,13,45
941,816,True,219,101
532,67,True,129,157
262,505,True,84,69
15,157,True,43,152
383,165,True,83,115
798,483,True,141,132
593,667,True,6,10
316,866,True,20,28
557,310,True,30,71
145,587,True,207,114
522,813,True,151,58
212,67,True,348,197
353,614,True,242,177
237,881,True,59,104
909,350,True,235,60
686,55,True,409,105
363,640,True,25,27
174,643,True,10,173
684,706,True,78,62
743,680,True,37,35
790,963,True,300,100
487,734,True,213,35
31,351,True,252,98
3,336,True,27,329
876,33,False,128,-1
247,414,True,108,73
80,538,True,227,61
476,550,True,15,45
781,829,True,15,45
261,596,True,12,44
479,909,True,58,70
151,825,True,63,137
365,291,True,297,56
914,338,True,127,47
492,311,True,161,232
919,177,True,204,70
24,160,True,49,232
902,66,True,403,43
60,145,True,2,19
990,398,True,114,46
369,147,True,279,99
888,989,True,132,106
239,276,True,20,35
45,494,True,168,128
808,784,True,31,37
987,670,True,272,49
612,257,True,66,93
134,364,True,29,44
158,250,True,11,44
931,153,True,315,103
672,872,True,110,55
668,232,True,97,90
323,869,True,119,40
8,686,True,32,45
175,841,True,129,112
226,218,True,19,17
314,749,True,33,30
381,811,True,42,148
345,305,True,136,45
389,278,True,71,88
314,114,True,125,197
445,142,True,39,118
482,765,True,64,60
568,256,True,62,51
675,227,True,27,101
67,223,True,22,161
798,221,True,93,89
842,678,True,10,14
315,153,True,45,17
479,118,True,141,71
448,694,True,5,6
266,632,True,42,87
745,270,True,122,63
830,146,True,68,69
560,726,True,203,256
984,462,True,77,47
531,257,True,178,167
50,928,True,3,147
515,94,True,332,339
444,805,True,48,36
112,61,True,28,61
31,665,True,63,205
332,487,True,100,30
78,123,True,744,252
114,789,True,27,133
541,693,True,51,58
91,417,True,19,43
672,935,True,168,77
886,754,True,24,15
636,355,True,60,75
701,231,True,252,61
547,963,True,44,60
436,461,True,64,41
727,556,True,179,40
452,954,True,3,2
210,344,True,132,177
850,993,True,90,31
838,8,True,230,65
295,794,True,24,46
791,751,True,35,30
645,194,True,227,87
50,24,True,94,82
137,251,True,65,106
877,53,True,207,101
893,640,True,11,36
950,862,True,49,39
950,474,True,64,25
879,484,True,9,21
715,548,True,9,23
77,251,True,114,61
646,904,True,83,50
87,889,True,56,128
968,130,True,283,173
304,266,True,18,37
220,246,True,112,102
43,195,True,12,77
737,708,True,54,50
540,448,True,30,180
341,44,True,175,171
209,775,True,107,164
488,508,True,7,12
229,637,True,60,100
652,639,True,161,63
593,542,True,27,35
871,582,True,12,3
936,71,True,62,35
743,84,True,72,42
7,811,True,9,403
701,786,True,164,61
900,583,True,27,41
789,929,True,20,62
338,402,True,135,127
142,346,True,342,122
467,126,True,141,65
470,762,True,165,159
591,571,True,101,75
875,350,True,214,143
576,286,True,117,129
437,198,True,62,39
214,263,True,58,157
449,489,True,52,99
483,696,True,128,86
582,234,True,160,127
809,364,True,26,43
957,456,True,483,126
760,26,False,120,-1
215,881,True,22,60
290,652,True,52,67
451,308,True,79,118
378,23,True,41,70
229,925,True,33,29
969,930,True,48,25
507,557,True,11,16
399,662,True,102,140
240,991,True,130,151
116,235,True,185,213
427,757,True,92,41
357,413,True,162,97
821,414,True,222,79
94,5,True,168,73
521,363,True,238,96
98,248,True,89,42
992,338,True,218,42
60,151,True,315,301
147,620,True,97,83
645,965,True,63,80
799,709,True,44,52
555,662,True,171,88
192,633,True,79,100
64,925,True,1,17
782,15,True,23,29
951,877,True,103,63
869,167,True,79,83
842,494,True,186,75
443,482,True,37,75
983,771,True,159,163
386,832,True,108,67
503,621,True,119,72
852,610,True,282,41
255,844,True,34,73
623,493,True,34,71
144,487,True,104,145
524,126,True,185,96
489,41,True,81,251
777,557,True,80,44
547,749,True,36,40
115,326,True,83,97
294,958,True,41,52
838,320,True,146,178
489,552,True,65,47
372,36,True,68,61
584,295,True,160,150
632,285,True,73,173
273,300,True,11,33
476,684,True,199,94
125,351,True,18,34
538,31,True,24,67
382,297,True,92,55
766,380,True,40,27
189,456,True,52,120
986,832,True,85,77
252,600,True,48,133
160,774,True,69,77
445,323,True,87,34
796,567,True,8,12
892,430,True,114,43
531,903,True,187,33
412,945,True,17,24
796,297,True,64,61
921,341,True,344,196
738,574,True,4,7
230,71,True,8,35
916,794,True,101,122
850,56,True,283,193
418,911,True,39,32
637,941,True,90,82
412,702,True,19,52
899,313,True,140,85
821,766,True,11,27
735,320,True,181,84
87,179,True,9,38
496,56,True,134,102
778,46,True,74,113
999,495,True,31,19
593,251,True,318,79
879,698,True,39,54
741,821,True,21,33
770,819,True,28,34
15,961,True,74,135
767,232,True,173,76
159,392,True,2,26
323,941,True,102,56
624,969,True,89,32
382,943,True,6,23
719,141,True,132,125
648,462,True,19,33
443,380,True,5,8
569,62,True,55,71
571,368,True,55,102
36,68,True,207,270
981,640,True,16,3
960,767,True,115,78
661,965,True,58,39
271,319,True,41,66
419,775,True,152,143
806,726,True,47,73
363,182,True,83,97
275,289,True,88,116
774,427,True,135,103
28,578,True,15,254
808,307,True,148,109
508,724,True,44,115
174,416,True,60,67
369,29,True,33,32
944,573,True,44,66
1,930,True,136,155
653,754,True,138,117
691,428,True,168,85
61,809,True,27,49
823,110,True,66,64
597,923,True,87,208
593,157,True,239,254
330,846,True,113,90
609,434,True,72,58
988,173,True,150,75
549,395,True,190,144
121,237,True,31,38
765,322,True,36,51
403,584,True,62,91
96,429,True,108,84
251,269,True,125,63
294,955,True,155,76
160,704,True,96,98
819,322,True,200,141
967,975,True,52,40
654,251,True,41,37
198,24,True,292,347
355,573,True,34,33
667,52,True,262,172
23,536,True,34,457
234,428,True,48,54
998,520,True,62,23
932,703,True,109,21
1,130,True,236,102
917,500,True,133,53
964,779,True,41,53
24,900,True,196,37
902,209,True,81,57
10,326,True,34,435
325,989,True,70,103
869,757,True,24,20
131,432,True,79,106
79,133,True,383,66
774,35,True,350,147
787,31,True,41,61
229,443,True,17,157
587,514,True,86,49
420,809,True,27,103
31,112,True,12,260
80,524,True,111,258
227,5,False,187,-1
371,912,True,251,165
63,456,True,99,236
437,881,True,13,25
414,538,True,2,4
301,859,True,345,73
492,604,True,97,72
754,353,True,87,130
510,160,True,52,35
621,300,True,75,69
950,684,True,46,26
225,743,True,177,107
932,796,True,69,34
621,77,True,299,96
229,729,True,102,292
177,213,True,169,54
585,362,True,35,41
123,899,True,39,56
452,774,True,62,65
717,751,True,155,117
713,877,True,20,24
256,592,True,103,57
278,470,True,98,96
22,236,True,235,142
418,289,True,5,37
438,363,True,97,71
825,227,True,24,32
786,399,True,59,137
388,848,True,61,67
583,135,True,176,61
425,660,True,168,30
198,720,True,33,60
953,235,True,141,49
906,113,True,13,13
217,907,True,10,81
402,877,True,23,93
763,654,True,11,36
544,199,True,63,64
712,130,True,65,55
510,939,True,115,57
924,906,True,83,38
353,465,True,86,127
85,786,True,165,167
541,688,True,92,73
161,791,True,36,79
620,628,True,47,48
544,294,True,140,104
780,629,True,7,17
603,973,True,148,62
311,755,True,17,241
140,164,True,384,152
215,590,True,42,76
168,312,True,1,3
451,883,True,46,44
701,448,True,27,70
852,898,True,140,101
54,523,False,0,-1
390,676,True,24,18
613,489,True,198,143
42,309,True,62,352
34,566,True,130,71
18,320,True,88,237
181,423,True,111,94
1,728,False,1,-1
693,402,True,65,111
954,623,True,71,64
182,572,True,60,93
443,873,True,55,73
641,460,True,119,72
671,696,True,20,52
679,303,True,98,61
183,345,True,58,71
124,118,True,188,113
66,128,True,159,366
399,374,True,137,153
796,547,True,49,49
46,218,True,144,95
115,98,True,203,127
809,374,True,265,101
49,96,True,89,112
981,997,True,430,61
509,525,True,37,94
177,861,True,19,23
154,759,True,29,63
114,441,True,9,285
201,528,True,16,121
107,617,True,13,61
370,633,True,107,93
344,580,True,43,73
952,8,True,194,153
892,681,True,88,186
295,744,True,7,62
478,885,True,14,44
368,79,True,27,36
509,61,True,235,173
741,622,True,223,119
987,548,True,149,40
78,322,True,119,31
470,787,True,84,81
641,820,True,32,99
180,914,True,28,94
242,482,True,14,19
783,892,True,219,52
520,385,True,141,82
302,906,True,33,81
402,718,True,20,59
12,650,True,34,199
359,825,True,46,83
997,485,True,13,52
872,390,True,92,62
847,605,True,39,48
152,231,True,148,73
974,879,True,120,62
586,813,True,54,84
948,983,True,92,38
305,776,True,127,85
877,34,True,294,190
758,845,True,44,33
888,884,True,19,13
47,225,True,31,62
414,646,True,16,81
492,28,True,452,81
778,171,True,13,69
372,34,True,192,86
592,148,True,240,82
151,281,True,52,72
37,248,True,92,58
439,185,True,154,106
957,710,True,92,64
704,206,True,23,31
62,613,True,7,249
622,522,True,83,97
28,678,False,0,-1
292,665,True,36,23
595,577,True,82,70
301,354,True,145,138
926,379,True,88,35
412,110,True,174,69
370,889,True,13,25
162,790,True,105,132
288,22,True,255,233
331,597,True,91,88
882,258,True,112,28
979,296,True,6,8
986,11,True,112,89
587,725,True,45,87
693,826,True,35,79
882,548,True,337,32
490,131,True,135,287
180,337,True,5,114
219,139,True,63,80
613,233,True,117,47
864,1,True,560,151
812,567,True,433,61
84,575,True,86,156
501,559,True,132,52
727,73,True,10,11
174,92,True,2,86
838,760,True,295,173
123,135,True,1,15
439,398,True,95,54
938,293,True,161,43
837,651,True,21,37
925,766,True,187,85
660,488,True,31,23
7,819,False,95,-1
861,73,True,171,72
990,752,True,8,7
864,815,True,324,32
89,799,True,31,35
391,90,True,173,84
90,997,True,102,46
996,239,True,88,20
515,6,True,202,178
549,796,True,19,35
356,92,True,166,51
881,699,True,42,58
958,509,True,158,72
691,463,True,103,60
31,729,True,22,134
286,200,True,211,115
32,552,True,156,59
318,704,True,35,50
369,661,True,209,136
550,389,True,28,112
421,78,True,124,186
423,886,True,224,147
379,969,True,48,22
72,918,True,2,4
455,831,True,129,61
750,50,True,235,91
500,733,True,70,144
265,833,True,94,208
739,975,True,75,108
27,754,True,83,104
892,229,True,262,108
46,196,True,41,80
181,556,True,177,115
796,593,True,84,62
713,729,True,61,29
261,925,True,57,33
629,575,True,113,50
291,579,True,107,58
39,918,True,2,33
250,466,True,26,89
354,887,True,12,10
93,248,True,19,51
469,166,True,258,176
76,357,True,10,14
