2 55 0 1
2 109 0 1
3 62 0 1
3 79 0 1
3 92 0 1
5 28 0 1
5 81 0 1
5 111 0 1
8 25 0 1
8 54 0 1
8 66 0 1
8 77 0 1
8 78 0 1
10 40 0 1
11 41 0 1
11 100 0 1
14 15 0 1
14 17 0 1
14 18 0 1
14 37 0 1
14 38 0 1
14 52 0 1
14 55 0 1
14 56 0 1
14 91 0 1
14 107 0 1
14 113 0 1
15 18 0 1
15 19 0 1
15 21 0 1
15 37 0 1
15 38 0 1
15 52 0 1
15 56 0 1
15 75 0 1
15 76 0 1
15 91 0 1
15 107 0 1
15 113 0 1
15 115 0 1
15 116 0 1
17 18 0 1
17 33 0 1
17 34 0 1
17 37 0 1
17 52 0 1
17 55 0 1
17 56 0 1
17 68 0 1
17 90 0 1
17 113 0 1
18 19 0 1
18 21 0 1
18 37 0 1
18 38 0 1
18 52 0 1
18 55 0 1
18 56 0 1
18 91 0 1
18 107 0 1
18 113 0 1
18 115 0 1
18 116 0 1
19 21 0 1
19 37 0 1
19 38 0 1
19 52 0 1
19 56 0 1
19 75 0 1
19 76 0 1
19 91 0 1
19 107 0 1
19 113 0 1
19 115 0 1
20 47 0 1
20 104 0 1
21 38 0 1
21 52 0 1
21 62 0 1
21 76 0 1
21 79 0 1
21 91 0 1
21 92 0 1
21 107 0 1
21 113 0 1
21 115 0 1
25 54 0 1
25 66 0 1
25 77 0 1
25 78 0 1
28 81 0 1
28 111 0 1
30 39 0 1
30 67 0 1
30 74 0 1
33 34 0 1
33 37 0 1
33 52 0 1
33 56 0 1
33 60 0 1
33 68 0 1
33 80 0 1
33 87 0 1
33 89 0 1
33 90 0 1
33 113 0 1
34 37 0 1
34 56 0 1
34 90 0 1
35 36 0 1
37 38 0 1
37 52 0 1
37 55 0 1
37 56 0 1
37 60 0 1
37 68 0 1
37 76 0 1
37 79 0 1
37 80 0 1
37 87 0 1
37 89 0 1
37 90 0 1
37 91 0 1
37 107 0 1
37 113 0 1
37 115 0 1
37 116 0 1
38 52 0 1
38 55 0 1
38 56 0 1
38 76 0 1
38 91 0 1
38 107 0 1
38 113 0 1
38 115 0 1
38 116 0 1
39 67 0 1
39 74 0 1
40 110 0 1
41 60 0 1
41 79 0 1
41 87 0 1
41 100 0 1
43 44 0 1
43 58 0 1
43 103 0 1
44 58 0 1
44 103 0 1
45 61 0 1
45 73 0 1
47 104 0 1
50 105 0 1
52 56 0 1
52 68 0 1
52 80 0 1
52 107 0 1
52 113 0 1
52 115 0 1
54 66 0 1
54 77 0 1
54 78 0 1
55 56 0 1
55 89 0 1
55 90 0 1
55 91 0 1
55 109 0 1
56 68 0 1
56 76 0 1
56 90 0 1
56 91 0 1
56 107 0 1
56 113 0 1
56 115 0 1
56 116 0 1
57 102 0 1
58 103 0 1
60 68 0 1
60 80 0 1
60 87 0 1
61 73 0 1
62 79 0 1
62 92 0 1
62 112 0 1
64 95 0 1
66 77 0 1
66 78 0 1
68 80 0 1
68 87 0 1
68 113 0 1
